name_and_description,price,goodfortv
3M 8511PB1-A-PS Particulate N95 Respirator with Valve,$37.00,0
"Not Your Mother's 2 Piece Plump for Joy Body Building Dry Shampoo, 14 Ounce",$5.98,0
Secura Wine Opener with Foil Cutter,$38.00,0
"Cheesecloth, Grade 90, 100% Unbleached Cotton Fabric, Ultra Fine Cheesecloth for Cooking - Reusable Nut Milk Strainer, Filter",$9.95,0
Calhoun Game of Thrones House Sigil Wall Banner (30in by 50in),$27.00,0
GermGuardian Air Purifier Filter FLT4825 GENUINE HEPA Replacement Filter B for AC4825,$72.00,0
"simplehuman Code Custom Fit Liners, Drawstring Trash Bags",$30.00,0
"Dash DEC012RD Deluxe Rapid Cooker Electric for Hard Boiled, Poached, Scrambled Eggs, Omelets, Steamed Vegetables, Seafood, Dumplings & More, 12 capacity, with Auto Shut Off Feature Red",$45.00,0
"DiatomaceousEarth Food Grade, 1 Lb",$9.99,0
Master Lock 4688D Set Your Own Combination TSA Accepted Luggage Lock 1 Pack Blue,$5.97,0
"BAKTH Super Bright CREE XML T6 LED Tactical Flashlight, Outdoor Handheld Zoomable 5 Light Modes Water Resistant flashlight with USB Charger & 18650 Rechargeable Battery",$9.99,0
"Sun Joe SPX-PCA10 10-Inch Surface, Deck and Patio Cleaning Attachment for SPX Series Pressure Washers",$21.00,0
"AquaBliss High Output 12-Stage Shower Filter - Reduces Dry Itchy Skin, Dandruff, Eczema, and Dramatically Improves The Condition of Your Skin, Hair and Nails - Chrome (SF100)",$34.86,0
"Kershaw Cinder (1025X) Multifunction Pocket Knife, 1.4-inch High Performance 3Cr13 Steel Blade with Stonewashed Finish, Glass Filled Nylon Handle, Liner Lock, Bottle Opener",$14.00,0
"Retinol Moisturizer Cream for Face - with Retinol, Hyaluronic Acid, Vitamin E and Green Tea. Best Night and Day Moisturizing Cream 1.7 fl oz.",$18.95,0
OSOPOLA Build-On Brick Mug Coffee Cup DIY Type Plastic Creative Building Blocks Coffee Tea Beverage Drinking Funny Gift(12oz Black Mug),$12.25,0
"Elite Cuisine EGC-007 Maxi-Matic Egg Poacher & Egg Cooker with 7 Egg Capacity, White",$43.00,0
"Anti Fatigue Comfort Floor Mat By Sky Mats -Commercial Grade Quality Perfect for Standup Desks, Kitchens, and Garages - Relieves Foot, Knee, and Back Pain",$57.00,0
Mueller Onion Chopper Pro Vegetable Chopper - Strongest - NO MORE TEARS 30% Heavier Duty Multi Vegetable-Fruit-Cheese-Onion Chopper-Dicer-Kitchen Cutter,$20.99,0
"Bare Home Weighted Blanket17lb - Standard Size for Kids or Adult - All-Natural 100% Cotton - Heavy Blanket Nontoxic Glass Beads (Green, 60inx80in)",$49.20,0
"SkyGenius Battery Operated Clip on Mini Desk Fan, Black",$19.99,0
"Sweetnight Bed Pillows for Sleeping - Adjustable Bamboo Charcoal Shredded Memory Foam Pillow with Removable Case for Neck Pain Relief, Side Back Stomach Sleeper, CertiPUR-US Certified Foam, Standard",$48.99,0
"Lasko T42950 Wind Curve Tower Fan with Remote Control and Fresh Air Ionizer, Black Woodgrain",$65.70,0
"Dash DEC012AQ Deluxe Rapid Egg Cooker: Electric, 12 Capacity for Hard Boiled, Poached, Scrambled, Omelets, Steamed Vegetables, Seafood, Dumplings & More with Auto Shut Off Feature Aqua",$29.99,0
"Preparation H (Pack of 4, 192 Count Total) Flushable Medicated Hemorrhoid Wipes, Maximum Strength Relief with Witch Hazel and Aloe",$15.69,0
"Swiffer Wetjet Hardwood Floor Mopping and Cleaning Solution Refills, All Purpose Cleaning Product, Open Window Fresh Scent, 1.25 Liter, 2 Pack",$9.47,0
"Lysol Disinfecting Wipes 320 ct, 2 Lemon + 2 Ocean, (4x80ct),Packaging May Vary",$12.47,0
Home-Complete Tool Set-Stainless Steel Barbecue Grilling Accessories,$32.00,0
RESCUE! Non-Toxic Reusable Trap for Yellowjackets,$16.00,0
Trapro Yellow Sticky Traps,$9.00,0
"BEAPCO 10036 Prefilled Fruit Fly Traps, 6-Pack, Red",$14.99,0
RESCUE! Non-Toxic,$17.00,0
"Hospaip 50ft Garden Hose - All New Expandable Water Hose with Double Latex Core, 3/4in Solid Brass Fittings, Extra Strength Fabric - Flexible Expanding Hose with Metal 8 Function Spray Nozzle",$60.00,0
XLUX Soil Moisture Meter Sensor Tester Plant Garden,$10.00,0
"AshmanOnline Garden Staples, Sod Staples, Garden Spikes, Fence Anchors, Landscape Fabric Staples, Anchor Pins, Garden Pegs, Loop Stakes- Professional Grade - Full 6in Length,!",$26.00,0
Ortho Snake B Gon Snake Repellent Granules,$15.00,0
"FMI Brands Inc. Original Get Lost Wasp Natural and Safe Non-Toxic Hanging Wasp Deterrent - for Wasps Hornets Yellowjackets, 2-Pack Effective Eco-Friendly Decoy Repellent",$7.14,0
Terro Multi Surface Liquid Ant Baits with Adhesive Strips for Discreet baiting,$19.00,0
"Dimex EasyFlex No-Dig Plastic Landscape Edging Kit, 40-Feet (3000-40C-4)",$22.97,0
"ALOVECO LED String Lights, 14.8ft 40 LED Waterproof Ball Lights, 8 Lighting Modes, Battery Powered Starry Fairy String Lights for Bedroom, Garden, Christmas Tree, Wedding, Party (Warm Light)",$12.98,0
"Sylvania Smart Home 73693 Sylvania Dimmable Led Lamp, 10 W, 120 V, A19, Medium Screw E26, 20000 Hr, RGBW, Adjustable White and Full Color (Packaging May Vary)",$31.73,0
"SYLVANIA 74283 Dim Smart+ LED Light Bulb, A19 Dimmable White, 60W Equivalent, Works with SmartThings and Alexa, 10 Year Series, Dimamble Soft (packaging may vary)",$5.70,0
"SYLVANIA SMART+ ZigBee Indoor RGBW Starter Kit, Color Changing and Dimmable Light Strip, Warm White to Daylight, Works with SmartThings, Wink, and Amazon Echo Plus, Hub Needed for Amazon Alexa and the Google Assistant",$44.83,0
"SYLVANIA, 65W Equivalent, LED Light Bulb, BR30 Lamp, 2 Pack, Soft White, Energy Saving & Dimmable, Value Series, Medium Base, Efficient 9W, 2700K",$8.97,0
"Sylvania Smart Home 72922 Sylvania LIGHTIFY Smart Plug, 1 Pack, White",$23.14,0
"SYLVANIA, 60W Equivalent, LED Light Bulb, A19 Lamp, 4 Pack, Daylight, Energy Saving & Longer Life, Value Line, Medium Base, Efficient 8.5W, 5000K",$9.11,0
"Kershaw Cinder (1025X) Multifunction Pocket Knife, 1.4-inch High Performance 3Cr13 Steel Blade with Stonewashed Finish, Glass Filled Nylon Handle, Liner Lock, Bottle Opener, Lanyard Hole, 0.9 OZ",$6.39,0
"Sylvania Home Lighting 74766 Sylvania 60W Equivalent, LED Light Bulb, A19 Lamp, Efficient 8.5W, Bright White 5000K, 24 Pack Piece",$36.99,0
"Neutrogena Ultra Sheer Dry-Touch Water Resistant and Non-Greasy Sunscreen Lotion with Broad Spectrum SPF 100+, 3 fl. oz",$8.89,0
Vitamin C Serum for Face by Smartrskin with Hyaluronic Acid Organic Aloe Vera and Vitamin E - Anti Aging Skin Care Treatment for Wrinkle Acne and Scar - Black Head and Dark Spot remover 1oz,$34.00,0
Not Your Mother's Clean Freak Refreshing Dry Shampoo,$5.84,0
"Kizen Instant Read Meat Thermometer - Best Waterproof Ultra Fast Thermometer with Backlight & Calibration. Kizen Digital Food Thermometer for Kitchen, Outdoor Cooking, BBQ, and Grill!",$23.95,0
"New Star Foodservice 42849 Enameled Aluminum Lime Squeezer, Green",$6.95,0
"Anti Fatigue Comfort Floor Mat By Sky Mats -Commercial Grade Quality Perfect for Standup Desks, Kitchens, and Garages - Relieves Foot, Knee, and Back Pain",$44.97,0
Enther Meal Prep Containers with 3 Compartments Parent,$16.00,0
Brita Brita Water Pitcher,$31.00,0
"BCOZZY Chin Supporting Travel Pillow - Supports The Head, Neck and Chin in in Any Sitting Position. A Patented Product.",$29.97,0
Brita Large 10 Cup Everyday Water Pitcher with Filter - BPA Free - White,$26.99,0
Bare Home Weighted Blanket,$53.00,0
"Sweetnight Pillows for Sleeping, Adjustable Loft & Neck Pain Relief-Shredded Hypoallergenic Certipur Gel Memory Foam Pillow with Removable Case,Bed Pillows for Side Back Stomach Sleeper,Queen Size",$54.00,0
GRILLART Grill Brush Bristle Free - Safe BBQ Cleaning Grill Brush and Scraper - 18in Best Stainless Steel Grilling Accessories Cleaner for Weber Gas/Charcoal Porcelain/Ceramic/Iron/steel grill Grates,$21.97,0
"Ortho Snake B Gon Snake Repellent Granules, 2-Pound (Not Sold in AK)",$18.23,0
"Sloggers Women's Waterproof Rain and Garden Shoe with Comfort Insole, California Dreaming Size 6, Style 5116CAD06",$26.59,0
Terro Multi Surface Liquid Ant Baits with Adhesive Strips for Discreet baiting,$6.74,0
"Bio Bidet SlimEdge Simple Bidet Toilet Attachment In White with Dual Nozzle, Fresh Water Spray, Non Electric, Easy To Install, Brass Inlet and Internal Valve",$26.00,0
"Capparis Kitchen Silicone Stove Counter Gap Cover, Easy Clean Heat Resistant Wide & Long Gap Filler, Seals Spills Between Counter, Stovetop, Oven, Washer & Dryer, Set of 2 (21 Inches, Black)",$9.95,0
"Wet and Forget 10587 1 Gallon Moss, Mold and Mildew Stain Remover",$23.16,0
"Swimline Professional Heavy Duty Deep-Bag Pool Rake, Blue",$11.99,0
"Pumice Cleaning Stone with Handle - High Density, Sturdy, Fine Grit",$7.99,0
"DEWALT DWA2T40IR IMPACT READY FlexTorq Screw Driving Set, 40-Piece",$17.99,0
Grout Pen White - Ideal to Restore the Look of Tile Grout Lines,$8.99,0
"Bior Blackhead Removing and Pore Unclogging Deep Cleansing Pore Strip for Nose, Chin, and Forehead (24 Count) (Packaging May Vary)",$7.53,0
"Tend Skin The Skin Care Solution For Unsightly Razor Bumps, Ingrown Hair And Razor Burns, 8 Fl. Oz Bottle",$21.99,0
Aquaphor Baby Advanced Therapy Healing,$19.00,0
5 Pack Charcoal Toothbrush [GENTLE SOFT] Slim Teeth Head Whitening Brush for Adults & Children [FAMILY PACK] - Ultra Soft Medium Tip Bristles (WHITE),$7.99,0
Tifara Beauty 42-pack 7in Flexible Curling Rods,$12.99,0
"Lodge SCRBRSH Scrub Brush, 10-Inch",$22.00,0
Senneny 2 Pack Collapsible Reusable Drinking Straws Stainless Steel Premium Food-Grade Folding Drinking Straws Keychain Portable Set with Hard Case Holder & Cleaning Brush,$14.00,0
"Wine Away Red Wine Stain Remover,12-Ounces",$27.00,0
BLACK+DECKER DLX1050B 12-Cup Programmable Coffeemaker,$45.00,0
Hamilton Beach 51101B Personal Blender,$41.00,0
"BCOZZY Chin Supporting Travel Pillow - Supports The Head, Neck and Chin in in Any Sitting Position. A Patented Product.",$40.00,0
Sterno Home LED String Lights,$55.00,0
"The Bucko Soap Scum and Grime Remover/Bathroom Cleaner 32 oz - Great for tubs, Tile, and bathrooms.",$18.88,0
"Penetrex Pain Relief Therapy [2 Oz]  Trusted by 2 Million+ Sufferers Since 2009. (for Your Back, Neck, Knee, Shoulder, Foot, etc.) Safe to use with Arthritis Gloves, Back Massagers, Knee Braces, etc",$18.98,0
Debrox Earwax Removal Aid Drops | Safely and Gently Cleanses Ear | 0.5 FL OZ,$5.98,0
Weetiee Grill Scraper - Grill Brush Bristle Free,$23.00,0
Elucto Large Electric Bug Zapper Fly Swatter Zap Mosquito Best for Indoor and Outdoor Pest Control (2 DURACELL AA Batteries Included),$21.90,0
"Miracle-Gro Potting Mix, 16-Quart",$26.00,0
"iPower GLROPEMG4X2A 2 Pairs 1/4 Inch 8-Feet Long Adjustable Heavy Duty Clip, Reinforced Metal Internal Gears,300lb Capacity Rope Hanger, Pack, Black",$46.00,0
"soled Expandable Garden Hose, Strongest Expanding Garden Hose on The Market with Triple Layer Latex Core & Latest Improved Extra Strength Fabric Protection for All Your Watering Needs (Green)",$13.99,0
"Sterno Home 100-Ft Clear Globe Outdoor String Lights G40 Bulbs on Black Cord  For Backyard, Weddings, Patio, Porch, Umbrellas, Tents, and more.",$49.99,0
"AmazonBasics 16/3 Vinyl Outdoor Extension Cord | Orange, 100-Foot",$19.59,0
Philips Hue White 3rd Generation A19 Dimmable Smart LED 4-Bulb Kit with 2nd Gen Bridge (Certified Refurbished),$73.08,0
"Philips Hue White A19 4-Pack 60W Equivalent Dimmable LED Smart Bulb (Compatible with Amazon Alexa, Apple HomeKit and Google Assistant) (Renewed)",$45.04,0
SweatBlock Antiperspirant - Clinical Strength - Reduce Sweat up to 7-days per Use,$19.99,0
"Weleda Skin Food, 2.5 Ounce",$10.29,0
Rubbermaid,$33.00,0
"Enther Meal Prep Containers [20 Pack] Single 1 Compartment with Lids, Food Storage Bento Box | BPA Free | Stackable | Reusable Lunch Boxes, Microwave/Dishwasher/Freezer Safe,Portion Control (28 oz)",$16.99,0
Etekcity Digital Kitchen Scale Multifunction Food Scale,$9.98,0
Secura Durable Wine Cooler Bucket 18/8 Stainless Steel Double Wall Wine Bottle Chiller Champagne Ice Buckets,$40.00,0
[5 Pcs] Glass Meal Prep Containers Glass 2 Compartment - Glass Food Storage Containers - Glass Storage Containers with Lids - Divided Glass Lunch Containers Food Container - Glass Food Containers 29oz,$25.99,0
BrMate Hopsulator Slim Double-walled Stainless Steel Insulated Can Cooler for 12 Oz Slim Cans,$22.00,0
Hamilton Beach Food Processor,$62.00,0
Rubbermaid FreshWorks Produce Saver Food Storage Containers,$27.00,0
"Bubba Envy S Vacuum-Insulated Stainless Steel Straw Tumbler, 24 oz. Island Teal",$22.00,0
"Zojirushi SM-KHE36BA 0.36-Liter Stainless Steel Travel Mug, 12-Ounce, Black",$21.99,0
"Gorilla Grip Original Durable All-Natural Rubber Door Mat, Heavy Duty Doormat for Indoor Outdoor, Waterproof, Easy Clean, Low-Profile Rug Mats for Entry, Garage, Patio, High Traffic Areas",$34.00,0
Zojirushi SM-KHE36AG Stainless Steel Mug,$46.00,0
"Jobe's 04102 Rose Fertilizer Spikes, 10, Multicolor",$5.97,0
"Scotts Turf Builder Triple Action 4,000 Sq. Ft. , Kills Weeds like Dandelions & Clover, Prevents Crabgrass For 4 Months, Feeds & Fertilizes To Build Thick Green Lawns | 26003",$24.44,0
Weber 6494 12-Inch 3-Sided Grill Brush,$8.99,0
"Terro 1806 Outdoor Liquid Ant Baits, 1.0 fl. oz. - 6 count",$7.79,0
Coravin Wine Preservation System Capsules (Pack of 2),$28.00,0
"PerfectoStore Electric Hair Comb, Quick Beard Straightener Comb, Styling Comb Hair Curlers, Hair Straightener, Magic Massage Comb Beard Straightener Multifunctional Hair Comb Electric Hair Tool for Men",$16.90,0
Aquaphor Baby Advanced Therapy Healing,$7.91,0
"ArtNaturals Natural Lip Balm Beeswax - (6 x .15 Oz / 4.25g) - Gift Set of Assorted Flavors - Chapstick for Dry, Chapped & Cracked lips - Lip Repair with Aloe Vera, Coconut, Castor & Jojoba Oil",$6.94,0
"Rubbermaid Easy Find Lids Food Storage Containers, 42 Piece, New Assortment, Racer Red",$19.98,0
"Rubbermaid Brilliance Leak-Proof Food Storage Containers with Airtight Lids, Set of 7 (14 Pieces Total) | BPA-Free & Stain Resistant",$24.99,0
"Milk Frother with Stand (Black) - Make Bulletproof and Keto Coffee, Lattes and Cappuccino at Home - Handheld with More Powerful High Torque Motor",$12.99,0
Rubbermaid FreshWorks Produce Saver Food Storage Containers,$24.52,0
Hamilton Beach Food Processor,$44.99,0
Hamilton Beach Personal Smoothie Blender with 14 oz Travel Cup and Lid,$18.37,0
"Zen Life Burrito Blanket, Be a Giant Human Burrito, Tortilla or Taco, Soft & Plush Giant Round Beach Towel for Kids or Adults",$37.00,0
Bentgo Kids - Leakproof Childrens Lunch Box,$37.00,0
"Lysol Disinfecting Wipes, Lemon & Lime Blossom, 320ct (4X80ct),Packaging May Vary",$32.00,0
"HUGGIES OverNites Diapers, Size 5 (Over 27 lb.), 58 ct, Overnight Diapers, Giga Jr Pack (Packaging May Vary)",$24.27,0
"HUGGIES OverNites Diapers, Size 6, 48 ct., Overnight Diapers (Packaging May Vary)",$24.27,0
"Brawny Tear-A-Square Paper Towels, Quarter Size Sheets, 16 Count",$30.61,0
Iron Gym Total Upper Body Workout Bar,$23.85,0
2019 Ultrasonic Pest Repeller Plug in - Electronic Portable Pet Safe Device - Electromagnetic Waves Ultrasound Control - Repellent for Mice Rats Mosquitos Spiders Rodents Insects - Indoor / Outdoor,$19.99,0
Sunnyglade 9' Patio Umbrella Outdoor Table Umbrella with 8 Sturdy Ribs,$42.99,0
Sun Joe SPX-TSN-34S Quick-Connect Turbo Head Spray Nozzle,$11.79,0
"Nekteck Solar Lights Outdoor, 2-in-1 Solar Spotlights Powered 4 LED Adjustable Wall Light Landscape Lighting, Bright and Dark Sensing, Auto On/Off for Yard, Pathway, Walkway, Garden, Driveway, 2 Pack",$25.99,0
Power Planter 100% USA Made 3inx7in Bulb & Bedding Plant Auger,$27.50,0
"Hill's Science Diet Dry Cat Food, Adult, Indoor, Chicken Recipe",$31.00,0
"Pheromones For Men Pheromone Cologne [Attract Women] - Bold, Extra Strength Human Pheromones Formula by RawChemistry - 1 Fl Oz (Human Grade Pheromones to Attract Women)",$31.90,0
Thinkbaby Safe Sunscreen SPF 50 Plus,$19.00,0
Skinerals Padded Microfiber Applicator Self Tanning Mitt Set With No-Slip Elastic Wrist and Exfoliator Glove and Finger Face Mitt for use with Californium Sunless Tanner,$9.99,0
GDEALER Waterproof Digital Meat Thermometer Super Fast Instant Read Thermometer with Calibration and Backlit Function,$13.99,0
200 Clear Long Candy Cello Treat Bags 2x10 with 4in Twist Ties 6 Mix Colors - 1.4mils Thickness OPP Poly Bags for Birthday Favor Candles Pretzel Icy Candy Popsicle (2'' x 10''),$8.98,0
Wilton Non-Stick 6-Cavity Donut Baking Pans,$10.43,0
Cuisinart DBM-8 Supreme Grind Automatic Burr Mill,$36.94,0
Crock-Pot SCCPVL610-S-A 6-Quart Cook & Carry Programmable Slow Cooker with Digital Timer Stainless Steel,$39.99,0
BLACK+DECKER DLX1050B 12-Cup Programmable Coffeemaker,$25.01,0
BrMate Hopsulator Slim Double-walled Stainless Steel Insulated Can Cooler for 12 Oz Slim Cans,$19.99,0
"Gold Rim Dinner Plates 60 Pieces,Disposable Plastic Plates,Heavyweight Wedding Party Plates Includes:30 Dinner plates 10.25 Inch and 30 Salad Plates 7.5 inch(IOOOOO)",$23.88,0
Lodge Pre-Seasoned 9-Inch Skillet with Black Silicone Hot Handle Holder,$39.99,0
"Bubba Envy S Vacuum-Insulated Stainless Steel Straw Tumbler, 24 oz. Island Teal",$6.84,0
"Hamilton Beach 51101BA Personal Blender with Travel Lid, Black",$41.00,0
"Bentgo Kids Brights  Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box  Ideal Portion Sizes for Ages 3 to 7  BPA-Free and Food-Safe Materials",$44.00,0
MAYTEX Heavy Duty Plastic Roller,$16.00,0
Poo-Pourri Yankee Candle Company,$25.00,0
"Finish Quantum Dishwasher Detergent Tabs, Ultimate Clean & Shine, 82 Count",$17.11,0
"Lysol Disinfecting Wipes, Lemon & Lime Blossom, 320ct (4X80ct),Packaging May Vary",$32.00,0
"HUGGIES Natural Care Unscented Baby Wipes, Sensitive, 3 Refill Packs (528 Total Wipes)",$12.38,0
BRISON Ultrasonic Pest Repeller Portable Plug-in Control Electronic Insect Repellent Gets Rid Mosquito Bed Bugs Roach Spiders Fleas Mice Ants Fruit Fly Indoor&Outdoor,$38.00,0
"Terro 1806 Outdoor Liquid Ant Baits, 1.0 fl. oz. - 6 Count (6 Pack)",$34.00,0
"Hill's Science Diet Dry Cat Food, Adult, Indoor, Chicken Recipe, 3.5 lb Bag",$13.99,0
"Clorox ToiletWand Disposable Toilet Cleaning System - ToiletWand, Storage Caddy and 6 Disinfecting ToiletWand Refill Heads",$32.00,0
"Led Strip lights,Vansky Bias Lighting for 40-60 inch HDTV 6.6ft RGB USB Powered LED Light Strip with RF Remote,TV Backlight Kit for Flat Screen TV,PC",$12.99,0
"Kasa Smart Plug, 2-Outlets by TP-Link - Reliable WiFi Connection, Double the Outlets, Control from Anywhere, No Hub Required, Works with Amazon Alexa Echo & Google Assistant (HS107)",$29.99,0
"Tea Fort KATI Cup Ceramic Tea Brewing Cup with Infuser Basket and Lid for Steeping, Loose Leaf Tea Maker, Lotus",$16.49,0
"Kasa Smart Light Switch by TP-Link  Needs Neutral Wire, WiFi Light Switch, Works with Alexa & Google (HS200)",$20.99,0
"Kasa Smart Light Switch, Dimmer by TP-Link  WiFi Light Switch, Neutral Wire, Works w/ Alexa & Google (HS220)",$43.00,0
"Kasa Smart WiFi Light Bulb, Dimmable by TP-Link  No Hub Required, Works with Alexa & Google (KL110)",$19.99,0
GearWrench 85035 35 Pc MicroDriver Set,$24.97,0
"Kasa Smart Wi-Fi Light Switch, 3-Way Kit by TP-Link - Control Lighting from Anywhere, Easy In-Wall Installation (3-Way Only), No Hub Required, Works with Alexa and Google Assistant (HS210 KIT)",$39.99,0
Nail Clippers Set for Women and Man Including Large and Small Nail Cutters Fingernail and Toenail Clipper Kit for Kid with Nail File By AIQIBAO.,$11.74,0
"Ear Nose Hair Trimmer, Vansky 2018 Upgraded Nostril Ear Sideburns Facial Hair Clipper Removal for Men Women w/Waterproof Double-Edge Stainless Steel Blades,Wet/Dry Use,Battery-Operated Trimming Tool",$12.99,1
200 Treat Bags with Twist Ties 6 Mix Colors - 1.4mils Thickness OPP Plastic Bags,$19.00,1
Contigo AUTOSEAL Chill Stainless Steel Water Bottle,$29.00,1
Hamilton Beach 58148A Power Elite Multi-Function Blender,$72.00,1
AmazonBasics Non-Stick Cookware Set,$42.00,1
New Star Foodservice | Measuring Cup & Spoons Sets,$12.00,1
Portable Travel Garment Steamer 180ml Handheld Fabric Steamer Fast Heat-up Powerful Garment Clothes Steamer with High Capacity for Home and Travel,$32.00,1
LOKASS Lunch Bag Cooler Bag Women Tote Bag Insulated Lunch Box Water-resistant Thermal Lunch Bag Soft Leak Proof Liner Lunch Bags for women/Picnic/Boating/Beach/Fishing/School/Work,$17.00,1
"Contigo AUTOSPOUT Straw Ashland Chill Stainless Steel Water Bottle,  20 oz, Monaco",$11.00,1
"KitchenIQ 50009 Edge Grip 2-Stage Knife Sharpener, Black (2 Pack)",$43.00,1
"Hydro Flask, Bottle Wide Mouth Flex Cap Black 32 Ounce",$32.94,1
madesmart Classic Large Silverware Tray - White | Classic Collection | 6-Compartments | Soft-Grip Lining and Non-Slip Feet,$54.00,1
"VicTsing Cool Mist Humidifier, Ultrasonic Humidifiers for Bedroom Baby, Premium Humidifying Unit with Whisper-Quiet Operation, Auto Shut-Off, Anti-Slip Handle, 12-24 Hours Working Time",$42.00,1
"HUGGIES Natural Care Unscented Baby Wipes, Sensitive, 3 Refill Packs (624 Total Wipes)",$14.63,1
"Energizer AA Batteries (48Count), Double A Max Alkaline Battery  Packaging May Vary",$19.99,1
Thin Blue Line Flag: 100% US Made 3x5 ft with Embroidered Stars - Sewn Stripes - Brass Grommets - UV Protection - Black White and Blue American Police Flag Honoring Law Enforcement Officers,$21.00,1
Eurmax Camping Family Tent Pop Up Canopy Stakes,$17.00,1
"Nekteck Solar Lights Outdoor, 2 in 1 Outdoor Solar Spotlights with Activated Auto On/Off for Pathway, Walkway, Garden, Patio, Driveway, Ground, Yard, Landscaping Decorative (2 Pack,2300K)",$25.00,1
"Outdoor Solar Garden Stake Lights - Doingart 2 Pack Solar Powered Lights with 8 Lily Flower, Multi-color Changing LED Solar Decorative Lights for Garden, Patio, Backyard (Purple and White)",$23.88,1
Roundup Extended Control Weed and Grass Killer Plus Weed Preventer,$44.00,1
Power Planter 100% USA Made 3inx7in Bulb & Bedding Plant Auger,$27.50,1
Grow Light,$26.00,1
Western Premium BBQ Smoking Chips,$18.00,1
"Miracle-Gro Potting Mix, 16-Quart",$64.00,1
Terro T200-12 Liquid Ant Killer - 2 oz,$21.00,1
"High Protein Bars by thinkThin - On The Go, 20g Protein, Low Sugar, Gluten Free, Non-GMO - Brownie Crunch",$40.00,1
Sunnyglade 9' Patio Umbrella Outdoor Table Umbrella with 8 Sturdy Ribs,$42.99,1
"Hot Shot 95789 Mini Ultra Liquid Roach Bait, 6 Count",$31.00,1
Gila Window Film Complete Installation Kit,$9.48,1
"Command Picture Hanging Strips, Small, Holds 4 lbs, Decorate Damage-Free, Easy to Open Packaging (PH202-18NA)",$6.19,1
"Cosco Shifter 300-Pound Capacity Multi-Position Heavy Duty Folding Hand Truck and Dolly, Green",$59.99,1
[New 2019] Posture Corrector for Women Men - FDA Approved Back Brace - Posture Brace - Effective Comfortable Adjustable Posture Correct Brace - Posture Support - Kyphosis Brace,$19.38,1
Slant Tweezers - Tweezer Guru Professional Stainless Steel Slant Tip Tweezer - The Best Precision Eyebrow Tweezers For Your Daily Beauty Routine!,$9.97,1
"Sensodyne Pronamel Toothpaste for Tooth Enamel Strengthening, Fresh Breath, 4 Ounce (Twin Pack)",$9.34,1
Thinkbaby Safe Sunscreen SPF 50 Plus,$19.00,1
Bean Envy Milk Frother Handheld - Perfect For The Best Latte - Whip Foamer - Includes Stainless Steel Stand - Black,$14.95,1
AmazonBasics 8-Piece Non-Stick Cookware Set,$34.90,1
Ninja Food Chopper Express Chop Limited Edition & Bottle Brush Bundle,$22.99,1
"Zojirushi SM-SA48-BA Stainless Steel Mug, Black, 16-Ounce",$24.99,1
LOKASS Lunch Bag Cooler Bag Women Tote Bag Insulated Lunch Box Water-resistant Thermal Lunch Bag Soft Leak Proof Liner Lunch Bags for women/Picnic/Boating/Beach/Fishing/Work (Peony),$13.59,1
Glass Meal Prep Containers 3 Compartment - Bento Box Containers Glass Food Storage Containers with Lids - Food Containers Food Prep Containers Glass Storage Containers with lids Lunch Containers 3pk,$22.99,1
The Goods Mall [14 Pack] Color Plastic Mason Jar Lids - Fits BALL or KERR - 7 Wide Mouth & 7 Regular Mouth,$9.49,1
Fullstar Food Storage Containers,$29.99,1
"Hamilton Beach 51101B Personal Blender with Travel Lid, Black",$19.96,1
"Microwave Plate Cover, Anti-Splatter Plate Lid w/Steam Vents Microwave Food Cover, BPA Free & 11.8 Inch, Dishwasher Safe",$7.99,1
Wilton Non-Stick 6-Cavity Donut Baking Pans,$22.00,1
Sponge Holder - Kitchen Sink Organizer - Sink Caddy - Silicone Sink Tray - Soap Holder - Multipurpose Use Tray,$12.99,1
"BAGAIL Mesh Laundry Bags Laundry,Blouse, Hosiery, Stocking, Underwear, Bra Lingerie, Travel Laundry Bag",$7.99,1
"AmazonBasics Platform Bed Frame, Black",$59.99,1
RPJC 4x6 inch Picture Frame Made of Solid Wood and High Definition Glass for Table Disply and Wall Mounting Photo Frame,$7.99,1
"PharMeDoc Pregnancy Pillow, U-Shape Full Body Pillow and Maternity Support with Detachable Extension - Support for Back, Hips, Legs, Belly for Pregnant Women",$39.90,1
Amazer Shower Curtain Hooks Rings,$6.97,1
Eureka NES210 Blaze 3-in-1 Swivel Lightweight Stick Vacuum Cleaner Dark Black,$29.99,1
Contigo AUTOSEAL Chill Stainless Steel Water Bottle (2 Pack (Scuba)),$63.96,1
"Utopia Bedding Lightweight Comforter, Ultra Soft Down Alternative (White, Twin) - All Season Comforter - Plush Siliconized Fiberfill Duvet Insert - Box Stitched",$21.99,1
"California Design Den 400 Thread Count Sheet Set, 100% Long-Staple Cotton",$32.99,1
Marpac Dohm Classic White Noise Sound Machine Comes with a 101 Night Trial & 1 Year Warranty. Soothing Sounds from a Real Fan Helps Cancel Noise While You Sleep and is Perfect for Adults and Children,$44.95,1
"HUGGIES OverNites Diapers, Size 4 (22-37 lb.), 68 ct, Overnight Diapers, Giga Jr Pack (Packaging May Vary)",$24.27,1
"Marpac Rohm Portable White Noise Machine for Travel | 3 Soothing, Natural Sounds with Volume Control | Compact Sleep Therapy for Adults & Baby | USB Rechargeable | Lanyard for Easy Hanging",$19.99,1
